"","CODIGO","DISTRITO","DEPARTAMENTO","MUNICIPIO","ESTABLECIMIENTO","DIRECCION","TELEFONO","SUPERVISOR","DIRECTOR","NIVEL","SECTOR","AREA","STATUS","MODALIDAD","JORNADA","PLAN","DEPARTAMENTAL","CODIGO_DEPARTAMENTO"
"4219","18-01-0210-46","18-005","IZABAL","PUERTO BARRIOS","CENTRO EDUCATIVO LICEO CENTROAMERICANO","15 AVENIDA ENTRE 5A. Y 6A. AVENIDAS","47193485","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WALTER DANILO MONTERROSO JIMENEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4220","18-01-0211-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE","ALDEA ENTRE RIOS","79475041","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","GRICELDA MAGALY LEMUS CALDERON","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4221","18-01-0218-46","18-005","IZABAL","PUERTO BARRIOS","CENTRO EDUCATIVO CONCEPCION DE MARIA","COLONIA 15 DE ABRIL, SANTO TOMAS DE CASTILLA","79484943","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MIGUEL SALAZAR PEREZ","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4222","18-01-0221-46","18-005","IZABAL","PUERTO BARRIOS","CENTRO EDUCATIVO CONCEPCION DE MARIA","COLONIA 15 DE ABRIL, SANTO TOMAS DE CASTILLA","79484943","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MIGUEL SALAZAR PEREZ","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4223","18-01-0232-46","18-005","IZABAL","PUERTO BARRIOS","CENTRO EDUCATIVO CONCEPCION DE MARIA","COLONIA 15 DE ABRIL, SANTO TOMAS DE CASTILLA","79484943","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","EVELYN MARILU FRANCO ALDANA DE CHUPINA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4224","18-01-0234-46","18-005","IZABAL","PUERTO BARRIOS","LICEO EDUCACIONAL INTERACTIVO LEI","12 AV. 10 Y 11 CALLE","42238214","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","ERWIN FERNANDO GUZMAN OVALLE","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4225","18-01-0237-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO GUATEMALTECO IDETI","ALDEA LA PLACA NO. 1","45022811","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","JACOBO AREVALO MEDINA","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4226","18-01-0238-46","18-006","IZABAL","PUERTO BARRIOS","INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ TIERRA DE DIOS","INTERIOR CENTRO DE REHABILITACION","79480495","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","BRENDA ZULY YATZ MEJIA","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4227","18-01-0242-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO JOSE MARIA BONILLA RUANO","19 CALLE 14 AVENIDAS","53108367","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","GUSTAVO GUMERCINDO RODAS MAZARIEGOS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4228","18-01-0243-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO JOSE MARIA BONILLA RUANO","19 CALLE 14 AVENIDAS","53108367","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","GUSTAVO GUMERCINDO RODAS MAZARIEGOS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4229","18-01-0246-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO SHADDAI","COLONIA SAN AGUSTIN, DE SANTO TOMAS DE CASTILLA","79453430","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","HERLINDO ARTIGA MARROQUIN","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4230","18-01-0254-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO MIXTO INTEGRAL MARIA CHINCHILLA","4A. AVENIDA ENTRE 12 Y 13 CALLES","44641742","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WALTER FRANCISCO LOPEZ TOBAR","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4231","18-01-0256-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO MIXTO INTEGRAL MARIA CHINCHILLA","4A. AVENIDA ENTRE 12 Y 13 CALLES","44641742","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WALTER FRANCISCO LOPEZ TOBAR","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4232","18-01-0260-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA","14 CALLE ENTRE 12 Y 13 AVENIDAS","56973444","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MARIA ELENA PASCUAL RAMIREZ","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4233","18-01-0261-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA","SEGUNDO CALLEJON DE LA COLONIA EL MIRADOR","42457499","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MARIA ELENA PASCUAL RAMIREZ","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4234","18-01-0262-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA","14 CALLE ENTRE 12 Y 13 AVENIDAS","56973444","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MARIA ELENA PASCUAL RAMIREZ","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4235","18-01-0264-46","18-005","IZABAL","PUERTO BARRIOS","LICEO EDUCACIONAL MIXTO CRISTIANO VIDA NUEVA","13 AV. ENTRE 14 Y 15 CALLES","54454685","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","SANDRA LILIANA MAYORGA PEREZ DE COTTO","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","SABATINO","IZABAL","10"
"4236","18-01-0276-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE","ALDEA ENTRE RIOS","40620273","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","GRICELDA MAGALY LEMUS CALDERON","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4237","18-01-0277-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ EMPORNAC","ZONA URBANIZADA PUERTO SANTO TOMAS DE CASTILLA","77204040","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","SERGIO GIRON PINALES","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
"4238","18-01-0284-46","18-005","IZABAL","PUERTO BARRIOS","LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA","CASERIO COLINA II DE SANTO TOMAS DE CASTILLA","50218402","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","HEIDI YESENIA VASQUEZ MORALES","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4239","18-01-0285-46","18-005","IZABAL","PUERTO BARRIOS","LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA","CASERIO COLINA II DE SANTO TOMAS DE CASTILLA","50218402","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","HEIDI YESENIA VASQUEZ MORALES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4240","18-01-0286-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO MATIAS DE GALVEZ","COLONIA PIEDRAS NEGRAS","50157184","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MARIA MAGDALENA SUCHITE GARNICA","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4241","18-01-0287-46","18-005","IZABAL","PUERTO BARRIOS","CENTRO EDUCATIVO CONCEPCION DE MARIA","COLONIA 15 DE ABRIL, SANTO TOMAS DE CASTILLA","79484943","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","EVELYN MARILU FRANCO ALDANA DE CHUPINA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4242","18-01-0291-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO DE FORMACION TECNOLOGICO PORTEÑO INFOTECPO","12 AVENIDA ENTRE 12 Y 13 CALLES","79524625","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","SILVIA LETICIA LEMUS","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4243","18-01-0292-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO DE FORMACION TECNOLOGICO PORTEÑO INFOTECPO","12 AVENIDA ENTRE 12 Y 13 CALLES","79524625","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","SILVIA LETICIA LEMUS","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","IZABAL","10"
"4244","18-01-0300-46","18-036","IZABAL","PUERTO BARRIOS","INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD, INTECAP","SANTO TOMAS DE CASTILLA","79483012","DANY ARELY IBARRA MEJIA","NORA EUGENIA DIAZ DIAZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4245","18-01-0305-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ","21 CALLE 14 AVENIDA","79539043","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","CINTHYA MARIBEL DIAZ ALDANA DE LINARES","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4246","18-01-0306-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ","21 CALLE 14 AVENIDA","56935152","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","CINTHYA MARIBEL DIAZ ALDANA DE LINARES","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","IRREGULAR","IZABAL","10"
"4247","18-01-0307-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ","21 CALLE 14 AVENIDA","79529368","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","CINTHYA MARIBEL DIAZ ALDANA DE LINARES","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4248","18-01-0308-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ","21 CALLE 14 AVENIDA","79529275","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","CINTHYA MARIBEL DIAZ ALDANA DE LINARES","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","IRREGULAR","IZABAL","10"
"4249","18-01-0313-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO MIXTO BILINGUE QUETZALLI","3A. CALLE 15A. AVENIDA, COLONIA LAS FLORES, SANTO TOMAS DE CASTILLA","79600197","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","JUAN CARLOS LUCERO ALVARADO","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4250","18-01-0317-46","18-006","IZABAL","PUERTO BARRIOS","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-","ALDEA SANTO TOMAS DE CASTILLA","41568056","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","HUGO RANDOLFO BARRIENTOS MENDEZ","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4251","18-01-0319-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PREUNIVERSITARIO DE IZABAL PREU","COLONIA SAN CRISTOBAL, ENTRE RIOS, PUERTO BARRIOS","49026498","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","FREDY ANTONIO FLORES LOPEZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4252","18-01-0320-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO MATÍAS DE GÁLVEZ","COLONIA PIEDRAS NEGRAS, ALDEA SANTO TOMÁS DE CASTILLA","77600249","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MARIA MAGDALENA SÚCHITE GARNICA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4253","18-01-0325-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO","BARRIO EL PUEBLITO ALDEA SANTO TOMAS DE CASTILLA","79484009","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MANUEL DE JESÚS SAGASTUME CASASOLA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4254","18-01-0326-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO LUTERANO CRISTO EL SALVADOR","4A. AVENIDA 12-13 CALLES","79488357","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","RICARDO AUGUSTO CASASOLA ANLEU","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4255","18-01-0327-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PRIVADO MIXTO ECOLOGICO CAMPO Y VIDA","ALDEA AGUA CALIENTE","79539069","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","SHAWNY YUBITZA GISELL PEÑA AGUSTIN","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4256","18-01-0337-46","18-006","IZABAL","PUERTO BARRIOS","INED PROF. HUGO LEONEL SANCÉ CETINO","21 CALLE 5A. Y 6A. AVENIDAS","54667746","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","HUGO LEONEL SANCÉ CETINO","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4257","18-01-0339-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO BILINGÜE CANADIENSE","7A. CALLE ENTRE 6A. Y 7A. AVENIDAS","79480085","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WILMER EZEQUIEL MONGE MARTINEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4258","18-01-0340-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO BILINGÜE CANADIENSE","7A. CALLE ENTRE 6A. Y 7A. AVENIDAS","79480085","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WILMER EZEQUIEL MONGE MARTINEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4259","18-01-0343-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO BILINGÜE CANADIENSE","7A. CALLE ENTRE 6A. Y 7A. AVENIDAS","79480085","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WILMER EZEQUIEL MONGE MARTINEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4260","18-01-0344-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO BINLINGÜE CANADIENSE","7A. CALLE ENTRE 6A. Y 7A. AVENIDAS","79480085","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","WILMER EZEQUIEL MONGE MARTINEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4261","18-01-0350-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO TECNICO PRIVADO MIXTO SAN JOSE","ALDEA MEDIA LUNA","41558965","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","LUIS ALBERTO CARCAMO PEÑA","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4262","18-01-0351-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO TECNICO PRIVADO MIXTO SAN JOSE","ALDEA MEDIA LUNA","41558965","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","LUIS ALBERTO CARCAMO PEÑA","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4263","18-01-0352-46","18-005","IZABAL","PUERTO BARRIOS","LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA","CASERIO COLINA II, ALDEA SANTO TOMAS DE CASTILLA","50218402","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","HEIDI YESENIA VASQUEZ MORALES","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4264","18-01-0356-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PRIVADO MIXTO SAN JOSE","BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA","79484877","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","LESVIA LINETH CARDONA NOVA DE SANDOVAL","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4265","18-01-0358-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO MIXTO BILINGÜE QUETZALLI","3A. CALLE Y 15 AVENIDA, COLONIA LAS FLORES, SANTO TOMAS DE CASTILLA","79600197","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","JUAN CARLOS LUCERO ALVARADO","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4266","18-01-0359-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS","11 CALLE ENTRE 10 Y 11 AVENIDAS","79481153","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DINA ESPERANZA MEJIA HERNANDEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4267","18-01-0365-46","18-005","IZABAL","PUERTO BARRIOS","LICEO DR. LUIS VON AHN","12 AVENIDA ENTRE 10 Y 11 CALLES","79539955","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","JOSE FRANCISCO ALFARO PAZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4268","18-01-0368-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO CRISTIANO MIXTO BILINGUE MI DULCE PARAISO","4A, CALLE 15 AVENIDA, COLONIA SAN AGUSTIN, ALDEA SANTO TOMAS DE CASTILLA","79524378","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MAGGIE SHAUNNY MAHLI MUÑOZ SALGUERO","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4269","18-01-0369-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO BILINGÜE ABC","13 CALLE 5A. Y 6A.","79429590","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DORA LETICIA CARDONA DE LA CRUZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
"4270","18-01-0376-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO ADONAI","CASERIO LA REFINERIA","54837080","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","ISAEL DE JESUS RUANO ZECEÑA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4271","18-01-0377-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO ADONAI","CASERIO LA REFINERIA","54837080","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","ISAEL DE JESUS RUANO ZECEÑA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4272","18-01-0378-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO ADONAI","CASERIO LA REFINERIA","54837080","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","ISAEL DE JESUS RUANO ZECEÑA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4273","18-01-0379-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO VOCACIONAL MAYA","22 CALLE 7A. Y 8A. AVENIDA","79481614","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","PERLA AMY ONDRA FORBES NICHOLAS","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4274","18-01-0380-46","18-006","IZABAL","PUERTO BARRIOS","ESCUELA TECNICA DE FORMACION Y CAPACITACION DE DESARROLLOS HOTELEROS INTERNATIONAL","FINCA PICHILLINGO","79311231","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","BRIANDA CAROLINA MIRANDA FAJARDO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4275","18-01-0385-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO RAFAEL ALVAREZ OVALLE","ALDEA EL COROZO MILLA 4","53444994","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","CRISTIAN JONATHAN CHAVEZ AGUILAR","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4276","18-01-0394-46","18-005","IZABAL","PUERTO BARRIOS","LICEO DR. LUIS VON AHN","12 AVENIDA ENTRE 10 Y 11 CALLES","79480009","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","JOSE FRANCISCO ALFARO PAZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4277","18-01-0657-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MONTESSORI JV","12 AVENIDA ENTRE 10 Y 11 CALLES","79480774","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MIGUEL DANILO MONTERROSO","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4278","18-01-0658-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA EL DIVINO MAESTRO JN","CALZADA AL CAMPO DE DIOS, BARRIO EL PUEBLITO","79484009","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MANUEL DE JESUS SAGASTUME CASASOLA","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","IZABAL","10"
"4279","18-01-0695-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO","14 CALLE 12 AVENIDA","79486407","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","EDGAR ROMEO MARTÍNEZ CÁCERES","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4280","18-01-0710-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS","11 CALLE ENTRE 10 Y 11 AVENIDA","79482219","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","IZABAL","10"
"4281","18-01-0711-46",NA,"IZABAL","PUERTO BARRIOS","INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA 'ASOPROBA'","FINCA ESKIMO",NA,NA,NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","IZABAL","10"
"4282","18-01-0746-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO DE CIENCIAS DE LA COMPUTACION","8A. AVENIDA Y 10A. CALLE","79480009","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MIGUEL DANILO MONTERROSO","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
